Gene_Name,GO_ID,Organism,GO_Name
autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:10116,mitophagy
autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:10116,mitophagy
autophagy and beclin 1 regulator 1,GO:0000423,NCBITaxon:10116,mitophagy
optineurin,GO:0061734,NCBITaxon:10116,mitophagy
UBX domain protein 6,GO:0000423,NCBITaxon:10116,mitophagy
mitofusin 2,GO:0061734,NCBITaxon:10116,mitophagy
Bcl2-like 13,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 9A,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 5,GO:0000423,NCBITaxon:10116,mitophagy
valosin-containing protein,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0061734,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0061734,NCBITaxon:10116,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:10116,mitophagy
glucosylceramidase beta 1,GO:0000423,NCBITaxon:10116,mitophagy
glucosylceramidase beta 1,GO:0000423,NCBITaxon:10116,mitophagy
histone deacetylase 6,GO:0061734,NCBITaxon:10116,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:10116,mitophagy
LPS responsive beige-like anchor protein,GO:0000423,NCBITaxon:10116,mitophagy
sorting nexin family member 30,GO:0000423,NCBITaxon:10116,mitophagy
microtubule-associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:10116,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:10116,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10090,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10090,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10090,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10090,mitophagy
Autophagy-related 6,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 5,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 2,GO:0000423,NCBITaxon:7227,mitophagy
PTEN-induced putative kinase 1,GO:0000423,NCBITaxon:7227,mitophagy
PTEN-induced putative kinase 1,GO:0061734,NCBITaxon:7227,mitophagy
PTEN-induced putative kinase 1,GO:0061734,NCBITaxon:7227,mitophagy
Autophagy-related 4a,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 4a,GO:0000423,NCBITaxon:7227,mitophagy
Receptor of activated protein kinase C 1,GO:0000423,NCBITaxon:7227,mitophagy
parkin,GO:0000423,NCBITaxon:7227,mitophagy
parkin,GO:0000423,NCBITaxon:7227,mitophagy
parkin,GO:0000423,NCBITaxon:7227,mitophagy
parkin,GO:0061734,NCBITaxon:7227,mitophagy
parkin,GO:0061734,NCBITaxon:7227,mitophagy
parkin,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 1,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 1,GO:0000423,NCBITaxon:7227,mitophagy
FUN14 domain containing 1,GO:0000423,NCBITaxon:7227,mitophagy
FUN14 domain containing 1,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 8a,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 7,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 7,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 16,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 9,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 9,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 14,GO:0000423,NCBITaxon:7227,mitophagy
Autophagy-related 17,GO:0000423,NCBITaxon:7227,mitophagy
Another Drosophila Unc-51-like kinase,GO:0000423,NCBITaxon:7227,mitophagy
Prohibitin-2,GO:0000423,NCBITaxon:44689,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:44689,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:44689,mitophagy
Serine/threonine-protein kinase atg1,GO:0000423,NCBITaxon:44689,mitophagy
Probable autophagy-related protein 17,GO:0000423,NCBITaxon:44689,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:44689,mitophagy
Protein NipSnap homolog,GO:0000423,NCBITaxon:44689,mitophagy
Probable serine/threonine-protein kinase DDB_G0271538,GO:0000423,NCBITaxon:44689,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:44689,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:44689,mitophagy
Cysteine protease atg4,GO:0000423,NCBITaxon:44689,mitophagy
Beclin-1-like protein A,GO:0000423,NCBITaxon:44689,mitophagy
Autophagy-related protein 8-like protein DDB_G0290491,GO:0000423,NCBITaxon:44689,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:44689,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:1136231,mitophagy
,GO:0000423,NCBITaxon:294746,mitophagy
,GO:0000423,NCBITaxon:284592,mitophagy
,GO:0000423,NCBITaxon:379508,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:284592,mitophagy
,GO:0000423,NCBITaxon:306902,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:294747,mitophagy
,GO:0000423,NCBITaxon:294748,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:379508,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:306902,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:294747,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:573826,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:294746,mitophagy
,GO:0000423,NCBITaxon:306902,mitophagy
,GO:0000423,NCBITaxon:1136231,mitophagy
C2 domain-containing protein,GO:0000423,NCBITaxon:4081,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4081,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:29760,mitophagy
Serine_threonine-protein kinase PDIK1L-like,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein 7b,GO:0000423,NCBITaxon:4565,mitophagy
MGC154878 protein,GO:0000423,NCBITaxon:8355,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:7070,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:684364,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:4081,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4072,mitophagy
Os09g0296900 protein,GO:0000423,NCBITaxon:39947,mitophagy
C2H2-type domain-containing protein,GO:0000423,NCBITaxon:7070,mitophagy
Atg6 BARA domain-containing protein,GO:0000423,NCBITaxon:3197,mitophagy
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9823,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3197,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3708,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9913,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:13616,mitophagy
Protein CBR-EPG-8,GO:0000423,NCBITaxon:6238,mitophagy
Ubiquitin-like-conjugating enzyme ATG10,GO:0000423,NCBITaxon:7668,mitophagy
non-specific serine_threonine protein kinase,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:7165,mitophagy
Gamma-aminobutyric acid receptor-associated protein,GO:0000423,NCBITaxon:7668,mitophagy
Peptidase C54 catalytic domain-containing protein,GO:0000423,NCBITaxon:7668,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:13616,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
cysteine protease ATG4,GO:0000423,NCBITaxon:559292,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
GET complex subunit GET1,GO:0000423,NCBITaxon:559292,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
protein kinase regulatory subunit ATG17,GO:0000423,NCBITaxon:559292,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
beclin 1,GO:0000423,NCBITaxon:559292,mitophagy
prohibitin subunit PHB2,GO:0000423,NCBITaxon:559292,mitophagy
prohibitin subunit PHB2,GO:0000423,NCBITaxon:559292,mitophagy
prohibitin subunit PHB1,GO:0000423,NCBITaxon:559292,mitophagy
prohibitin subunit PHB1,GO:0000423,NCBITaxon:559292,mitophagy
serine/threonine protein kinase regulatory subunit ATG13,GO:0000423,NCBITaxon:559292,mitophagy
ubiquitin-like protein ATG8,GO:0000423,NCBITaxon:559292,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:6239,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:6239,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:6239,mitophagy
FUN14 domain-containing protein fndc-1,GO:0000423,NCBITaxon:6239,mitophagy
FUN14 domain-containing protein fndc-1,GO:0000423,NCBITaxon:6239,mitophagy
Serine/threonine-protein kinase unc-51,GO:0000423,NCBITaxon:6239,mitophagy
Protein lgg-2,GO:0000423,NCBITaxon:6239,mitophagy
Protein lgg-1,GO:0000423,NCBITaxon:6239,mitophagy
Mitochondrial prohibitin complex protein 2,GO:0000423,NCBITaxon:6239,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
,GO:0000423,NCBITaxon:6239,mitophagy
MRG domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
Cysteine protease atg-4.1,GO:0000423,NCBITaxon:6239,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
Protein kinase domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
Protein kinase domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
Apoptosis regulator ced-9,GO:0000423,NCBITaxon:6239,mitophagy
Cysteine protease atg-4.2,GO:0000423,NCBITaxon:6239,mitophagy
serine/threonine protein kinase ATG1,GO:0000423,NCBITaxon:559292,mitophagy
mitofissin,GO:0000423,NCBITaxon:559292,mitophagy
,GO:0000423,NCBITaxon:559292,mitophagy
autophagy protein ATG9,GO:0000423,NCBITaxon:559292,mitophagy
autophagy protein ATG9,GO:0000423,NCBITaxon:559292,mitophagy
GET complex subunit GET2,GO:0000423,NCBITaxon:559292,mitophagy
FUN14 domain containing 1,GO:0000423,NCBITaxon:10116,mitophagy
FUN14 domain containing 1,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 13,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 13,GO:0000423,NCBITaxon:10116,mitophagy
microtubule-associated protein 1 light chain 3 beta 2,GO:0000423,NCBITaxon:10116,mitophagy
O-linked N-acetylglucosamine (GlcNAc) transferase,GO:0000423,NCBITaxon:10116,mitophagy
Ubiquitin-like modifier-activating enzyme atg7,GO:0000423,NCBITaxon:3702,mitophagy
Transducin family protein _ WD-40 repeat family protein,GO:0000423,NCBITaxon:3702,mitophagy
AT2G32340,GO:0000423,NCBITaxon:3702,mitophagy
,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8g,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8c,GO:0000423,NCBITaxon:3702,mitophagy
Transducin family protein _ WD-40 repeat family protein,GO:0000423,NCBITaxon:3702,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8h,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 13a,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8d,GO:0000423,NCBITaxon:3702,mitophagy
Cysteine protease ATG4b,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 13b,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8e,GO:0000423,NCBITaxon:3702,mitophagy
Cysteine protease ATG4a,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8a,GO:0000423,NCBITaxon:3702,mitophagy
Autophagy-related protein 8f,GO:0000423,NCBITaxon:3702,mitophagy
Beclin homolog,GO:0000423,NCBITaxon:6239,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:6239,mitophagy
"Serine/threonine-protein kinase pink-1, mitochondrial",GO:0000423,NCBITaxon:6239,mitophagy
"Serine/threonine-protein kinase pink-1, mitochondrial",GO:0000423,NCBITaxon:6239,mitophagy
Autophagy-related protein 13 homolog,GO:0000423,NCBITaxon:6239,mitophagy
Putative NipSnap protein K02D10.1,GO:0000423,NCBITaxon:6239,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:294747,mitophagy
,GO:0000423,NCBITaxon:1136231,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:284592,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:294748,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
Autophagy protein beclin 1,GO:0000423,NCBITaxon:3880,mitophagy
Serine_threonine-protein kinase PDIK1L-like,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy protein 5-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Gamma-aminobutyric acid receptor-associated protein,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein 8C,GO:0000423,NCBITaxon:39947,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1-like isoform X1,GO:0000423,NCBITaxon:8355,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:8355,mitophagy
Anaphase-promoting complex subunit 4 WD40 domain-containing protein,GO:0000423,NCBITaxon:4555,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:71139,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
"Chromosome undetermined scaffold_3, whole genome shotgun sequence",GO:0000423,NCBITaxon:5888,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:5888,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:5888,mitophagy
,GO:0000423,NCBITaxon:379508,mitophagy
,GO:0000423,NCBITaxon:284593,mitophagy
,GO:0000423,NCBITaxon:498019,mitophagy
,GO:0000423,NCBITaxon:294746,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:237561,mitophagy
,GO:0000423,NCBITaxon:578454,mitophagy
,GO:0000423,NCBITaxon:294748,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein 13-like,GO:0000423,NCBITaxon:7739,mitophagy
GABA type A receptor associated protein like 2,GO:0000423,NCBITaxon:9595,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:2711,mitophagy
Cysteine protease ATG4D-like,GO:0000423,NCBITaxon:7739,mitophagy
Ubiquitin-like-conjugating enzyme ATG10,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:7668,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29655,mitophagy
Probable E3 ubiquitin-protein ligase ARI8,GO:0000423,NCBITaxon:8090,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3983,mitophagy
Beclin 2,GO:0000423,NCBITaxon:9595,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:2711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:7668,mitophagy
Sorting nexin-7-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4155,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1,GO:0000423,NCBITaxon:7668,mitophagy
Cysteine protease ATG4A-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
WD-40 repeat family protein,GO:0000423,NCBITaxon:105231,mitophagy
Sorting nexin-4,GO:0000423,NCBITaxon:367110,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:2711,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:39947,mitophagy
"Autophagy protein Apg6 containing protein, expressed",GO:0000423,NCBITaxon:39947,mitophagy
MGC69006 protein,GO:0000423,NCBITaxon:8355,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9544,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:7165,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:2711,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:7165,mitophagy
Putative transcription factor WD40-like family,GO:0000423,NCBITaxon:3880,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4081,mitophagy
BnaA08g27710D protein,GO:0000423,NCBITaxon:3708,mitophagy
(rape) hypothetical protein,GO:0000423,NCBITaxon:3708,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:7165,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3708,mitophagy
AGAP003858-PA,GO:0000423,NCBITaxon:7165,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:3197,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:29760,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:3197,mitophagy
BnaC09g17730D protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:367110,mitophagy
Beclin-1,GO:0000423,NCBITaxon:10228,mitophagy
Serine_threonine-protein kinase apg-1,GO:0000423,NCBITaxon:367110,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:367110,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:2711,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:105231,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:2711,mitophagy
Protein kinase domain-containing protein,GO:0000423,NCBITaxon:367110,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:39947,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:105231,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy protein 5 (Fragment),GO:0000423,NCBITaxon:2711,mitophagy
(rape) hypothetical protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3880,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:3708,mitophagy
(rape) hypothetical protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:4081,mitophagy
Beclin-1,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9823,mitophagy
Beclin-1,GO:0000423,NCBITaxon:8090,mitophagy
Beclin 1 protein,GO:0000423,NCBITaxon:4577,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:3197,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:2711,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3197,mitophagy
BnaA09g50670D protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3197,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:3847,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:4081,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:3197,mitophagy
BnaC06g18120D protein,GO:0000423,NCBITaxon:3708,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:4081,mitophagy
Autophagy-related protein 1,GO:0000423,NCBITaxon:367110,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:105231,mitophagy
Beclin-1-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:367110,mitophagy
Beclin 1-associated autophagy-related key regulator-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:2711,mitophagy
Serine_threonine-protein kinase ULK3,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:3880,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 2,GO:0000423,NCBITaxon:7668,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:105231,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1-like isoform X1,GO:0000423,NCBITaxon:7739,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:105231,mitophagy
AUTOPHAGY 6,GO:0000423,NCBITaxon:105231,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:29760,mitophagy
BnaC08g43740D protein,GO:0000423,NCBITaxon:3708,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29760,mitophagy
Uncharacterized protein,GO:0000423,NCBITaxon:4081,mitophagy
AGAP002685-PA,GO:0000423,NCBITaxon:7165,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein 13 N-terminal domain-containing protein,GO:0000423,NCBITaxon:29760,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:29760,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:29760,mitophagy
Autophagy-related protein,GO:0000423,NCBITaxon:29760,mitophagy
Beclin-1-like protein,GO:0000423,NCBITaxon:4081,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:28377,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:330879,mitophagy
Autophagy-related protein 9,GO:0000423,NCBITaxon:6238,mitophagy
